resume_text,skills,education,certifications,experience_years,job_title_similarity,label
"Experienced in Marketing, Machine Learning, and Python. Holds a PhD degree. Certified in PMP. 4 years of experience.","Project Management, Deep Learning, Marketing, SQL",PhD,Certified Ethical Hacker,19,0.29,1
"Experienced in Project Management, Cybersecurity, and Machine Learning. Holds a PhD degree. Certified in AWS Certified. 9 years of experience.","Java, Marketing, SQL",Bachelor's,PMP,8,0.42,1
"Experienced in Python, Java, and Deep Learning. Holds a Master's degree. Certified in None. 7 years of experience.","Project Management, Data Analysis, Deep Learning",High School,None,5,0.23,0
"Experienced in Python, Java, and Project Management. Holds a High School degree. Certified in Certified Ethical Hacker. 2 years of experience.","Java, Cybersecurity, SQL, Machine Learning",Bachelor's,PMP,2,0.24,1
"Experienced in Cloud Computing, Cybersecurity, and Machine Learning. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 6 years of experience.","Project Management, Data Analysis, Python",Master's,AWS Certified,17,0.23,0
"Experienced in Marketing, Project Management, and SQL. Holds a High School degree. Certified in None. 11 years of experience.","Marketing, Machine Learning, Java",Bachelor's,Google Data Analytics,2,0.89,1
"Experienced in Project Management, Python, and SQL. Holds a High School degree. Certified in Google Data Analytics. 13 years of experience.","Deep Learning, Project Management, Cloud Computing",High School,Certified Ethical Hacker,18,0.49,0
"Experienced in SQL, Marketing, and Data Analysis. Holds a Bachelor's degree. Certified in Google Data Analytics. 11 years of experience.","Marketing, Deep Learning, Java",Master's,Certified Ethical Hacker,8,0.76,0
"Experienced in Machine Learning, Project Management, and Machine Learning. Holds a Master's degree. Certified in PMP. 12 years of experience.","Deep Learning, Marketing, Cloud Computing",PhD,None,5,0.86,0
"Experienced in Deep Learning, SQL, and Project Management. Holds a PhD degree. Certified in PMP. 14 years of experience.","Java, Marketing, Cloud Computing",Bachelor's,None,12,0.41,1
"Experienced in Marketing, SQL, and Deep Learning. Holds a Bachelor's degree. Certified in PMP. 11 years of experience.","Python, Cloud Computing, Project Management, Machine Learning",High School,None,18,0.72,0
"Experienced in Marketing, Python, and Project Management. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 13 years of experience.","Deep Learning, Cloud Computing, Python",High School,AWS Certified,5,0.31,0
"Experienced in Python, Cybersecurity, and Cloud Computing. Holds a Master's degree. Certified in Certified Ethical Hacker. 1 years of experience.","Python, Java, SQL, Cybersecurity",Bachelor's,PMP,13,0.64,0
"Experienced in Marketing, Cybersecurity, and Project Management. Holds a Bachelor's degree. Certified in PMP. 4 years of experience.","Python, Java, Cloud Computing",Master's,PMP,8,0.84,1
"Experienced in Project Management, Machine Learning, and Machine Learning. Holds a Master's degree. Certified in AWS Certified. 5 years of experience.","Python, Data Analysis",PhD,Certified Ethical Hacker,4,0.47,1
"Experienced in Python, Project Management, and SQL. Holds a Bachelor's degree. Certified in Google Data Analytics. 15 years of experience.","Project Management, Cybersecurity, Python, Marketing",High School,Google Data Analytics,3,0.64,1
"Experienced in Machine Learning, Cybersecurity, and Java. Holds a Bachelor's degree. Certified in Google Data Analytics. 12 years of experience.","SQL, Deep Learning",Bachelor's,Certified Ethical Hacker,3,0.69,1
"Experienced in Cybersecurity, Cloud Computing, and SQL. Holds a PhD degree. Certified in Google Data Analytics. 12 years of experience.","Java, SQL",Master's,AWS Certified,8,0.56,1
"Experienced in Machine Learning, Marketing, and Data Analysis. Holds a High School degree. Certified in Certified Ethical Hacker. 8 years of experience.","Cybersecurity, Deep Learning",Bachelor's,Certified Ethical Hacker,8,0.84,0
"Experienced in Deep Learning, Cybersecurity, and Java. Holds a Bachelor's degree. Certified in AWS Certified. 4 years of experience.","Marketing, Project Management, Cloud Computing, Cybersecurity",High School,AWS Certified,0,0.89,1
"Experienced in Machine Learning, Cybersecurity, and Marketing. Holds a High School degree. Certified in Certified Ethical Hacker. 15 years of experience.","Project Management, Cybersecurity, Machine Learning, Data Analysis",High School,AWS Certified,9,0.86,1
"Experienced in Deep Learning, Cybersecurity, and Cybersecurity. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 8 years of experience.","Marketing, Cloud Computing",PhD,Google Data Analytics,5,0.24,1
"Experienced in Deep Learning, Python, and Cloud Computing. Holds a PhD degree. Certified in None. 6 years of experience.","Project Management, Java",PhD,Certified Ethical Hacker,11,0.79,1
"Experienced in Data Analysis, Python, and Data Analysis. Holds a PhD degree. Certified in Google Data Analytics. 14 years of experience.","Data Analysis, Cybersecurity, Deep Learning, SQL",Bachelor's,None,7,0.67,0
"Experienced in Data Analysis, Cybersecurity, and Cloud Computing. Holds a High School degree. Certified in AWS Certified. 5 years of experience.","SQL, Python",Master's,Google Data Analytics,5,0.66,1
"Experienced in Cybersecurity, Project Management, and Project Management. Holds a High School degree. Certified in AWS Certified. 6 years of experience.","Cybersecurity, SQL, Deep Learning",High School,Certified Ethical Hacker,17,0.62,0
"Experienced in Deep Learning, Deep Learning, and Machine Learning. Holds a High School degree. Certified in Google Data Analytics. 15 years of experience.","Machine Learning, Marketing, Deep Learning",High School,Google Data Analytics,19,0.6,1
"Experienced in Cloud Computing, Project Management, and Cybersecurity. Holds a PhD degree. Certified in AWS Certified. 5 years of experience.","Cloud Computing, SQL, Cybersecurity",Bachelor's,AWS Certified,15,0.57,0
"Experienced in Machine Learning, Java, and Python. Holds a PhD degree. Certified in Certified Ethical Hacker. 15 years of experience.","Cloud Computing, Project Management, Java, Python",PhD,AWS Certified,3,0.62,1
"Experienced in Project Management, Machine Learning, and Marketing. Holds a High School degree. Certified in PMP. 13 years of experience.","Data Analysis, Python, Cloud Computing",High School,Certified Ethical Hacker,14,0.54,1
"Experienced in Cloud Computing, Project Management, and Java. Holds a PhD degree. Certified in AWS Certified. 4 years of experience.","Deep Learning, Project Management, SQL",Bachelor's,None,0,0.64,1
"Experienced in Marketing, Machine Learning, and Machine Learning. Holds a High School degree. Certified in AWS Certified. 15 years of experience.","Python, Cybersecurity, Machine Learning",PhD,PMP,0,0.76,0
"Experienced in Data Analysis, Machine Learning, and Machine Learning. Holds a Master's degree. Certified in Certified Ethical Hacker. 8 years of experience.","Cybersecurity, Python",PhD,PMP,8,0.3,1
"Experienced in SQL, Cloud Computing, and Cybersecurity. Holds a Bachelor's degree. Certified in AWS Certified. 4 years of experience.","Java, Python, Machine Learning, Marketing",High School,AWS Certified,15,0.83,0
"Experienced in Java, Java, and Deep Learning. Holds a PhD degree. Certified in PMP. 4 years of experience.","Cloud Computing, Java",PhD,Google Data Analytics,20,0.39,1
"Experienced in Cloud Computing, Machine Learning, and SQL. Holds a High School degree. Certified in AWS Certified. 1 years of experience.","Cybersecurity, Cloud Computing, Project Management, Data Analysis",Bachelor's,Google Data Analytics,12,0.58,0
"Experienced in Cloud Computing, Cybersecurity, and Marketing. Holds a Master's degree. Certified in Google Data Analytics. 4 years of experience.","Java, Deep Learning, Python, Marketing",High School,AWS Certified,12,0.49,1
"Experienced in Machine Learning, Deep Learning, and Marketing. Holds a PhD degree. Certified in PMP. 10 years of experience.","Machine Learning, Cloud Computing, SQL",Bachelor's,PMP,20,0.32,1
"Experienced in Python, Marketing, and Marketing. Holds a Master's degree. Certified in AWS Certified. 11 years of experience.","Cloud Computing, Java",PhD,None,10,0.37,0
"Experienced in Cloud Computing, Cybersecurity, and Data Analysis. Holds a High School degree. Certified in None. 10 years of experience.","Data Analysis, Python, Machine Learning, Cybersecurity",High School,AWS Certified,2,0.26,1
"Experienced in Java, Project Management, and Deep Learning. Holds a PhD degree. Certified in None. 14 years of experience.","Java, Cybersecurity, Marketing",PhD,PMP,19,0.84,0
"Experienced in Cybersecurity, Cybersecurity, and Deep Learning. Holds a Bachelor's degree. Certified in AWS Certified. 9 years of experience.","SQL, Python",Bachelor's,Google Data Analytics,5,0.34,1
"Experienced in Project Management, Cybersecurity, and Python. Holds a Bachelor's degree. Certified in PMP. 2 years of experience.","Project Management, Deep Learning, SQL",Master's,Certified Ethical Hacker,9,0.51,1
"Experienced in Cloud Computing, SQL, and Marketing. Holds a PhD degree. Certified in AWS Certified. 8 years of experience.","Machine Learning, Marketing, Data Analysis, Python",PhD,Google Data Analytics,7,0.44,1
"Experienced in Marketing, Machine Learning, and Cloud Computing. Holds a Master's degree. Certified in Google Data Analytics. 11 years of experience.","Data Analysis, Python",High School,AWS Certified,12,0.35,1
"Experienced in Data Analysis, Marketing, and Cybersecurity. Holds a High School degree. Certified in AWS Certified. 3 years of experience.","Deep Learning, Machine Learning, Java",Bachelor's,AWS Certified,15,0.52,1
"Experienced in Data Analysis, Data Analysis, and Cybersecurity. Holds a PhD degree. Certified in Google Data Analytics. 11 years of experience.","Java, Cloud Computing, Machine Learning",PhD,Certified Ethical Hacker,13,0.76,0
"Experienced in Project Management, Java, and Marketing. Holds a PhD degree. Certified in AWS Certified. 1 years of experience.","Deep Learning, Data Analysis",Bachelor's,None,10,0.35,0
"Experienced in Machine Learning, Cloud Computing, and Data Analysis. Holds a Bachelor's degree. Certified in PMP. 6 years of experience.","Marketing, Python, Java",High School,PMP,8,0.4,0
"Experienced in SQL, Project Management, and Marketing. Holds a Master's degree. Certified in None. 4 years of experience.","Cybersecurity, Deep Learning",Master's,Google Data Analytics,20,0.42,0
"Experienced in Cybersecurity, Deep Learning, and Project Management. Holds a Bachelor's degree. Certified in PMP. 8 years of experience.","Project Management, Machine Learning",High School,None,13,0.57,1
"Experienced in Python, Marketing, and Python. Holds a Bachelor's degree. Certified in None. 12 years of experience.","SQL, Cybersecurity, Cloud Computing",PhD,Google Data Analytics,16,0.27,0
"Experienced in Cybersecurity, Java, and Data Analysis. Holds a Bachelor's degree. Certified in Google Data Analytics. 8 years of experience.","Deep Learning, Data Analysis, Java",PhD,PMP,15,0.27,1
"Experienced in Java, Python, and Deep Learning. Holds a Master's degree. Certified in Google Data Analytics. 8 years of experience.","Python, Marketing",High School,Google Data Analytics,5,0.75,0
"Experienced in Machine Learning, Cybersecurity, and Cybersecurity. Holds a PhD degree. Certified in AWS Certified. 6 years of experience.","Machine Learning, Data Analysis",Master's,None,9,0.52,1
"Experienced in Python, SQL, and SQL. Holds a PhD degree. Certified in Certified Ethical Hacker. 10 years of experience.","Machine Learning, Cloud Computing, Marketing, Java",Master's,PMP,2,0.65,0
"Experienced in Machine Learning, Cloud Computing, and Python. Holds a High School degree. Certified in None. 9 years of experience.","Java, Cloud Computing, Cybersecurity",Bachelor's,PMP,16,0.33,1
"Experienced in Machine Learning, Marketing, and Project Management. Holds a Master's degree. Certified in PMP. 2 years of experience.","SQL, Cloud Computing, Python",Bachelor's,PMP,3,0.58,0
"Experienced in Deep Learning, Data Analysis, and Python. Holds a Bachelor's degree. Certified in AWS Certified. 11 years of experience.","Machine Learning, Data Analysis, Java",PhD,Google Data Analytics,8,0.69,1
"Experienced in Project Management, Project Management, and Deep Learning. Holds a High School degree. Certified in None. 6 years of experience.","Java, SQL, Data Analysis, Machine Learning",PhD,PMP,14,0.62,1
"Experienced in Marketing, Deep Learning, and Marketing. Holds a Bachelor's degree. Certified in PMP. 4 years of experience.","Python, Deep Learning, Marketing",Bachelor's,Certified Ethical Hacker,4,0.49,0
"Experienced in Python, Cloud Computing, and Cloud Computing. Holds a Bachelor's degree. Certified in Google Data Analytics. 3 years of experience.","SQL, Cybersecurity, Data Analysis",Master's,Certified Ethical Hacker,14,0.6,1
"Experienced in Project Management, Python, and Deep Learning. Holds a High School degree. Certified in Certified Ethical Hacker. 12 years of experience.","Cybersecurity, SQL, Java, Project Management",Master's,Google Data Analytics,8,0.27,1
"Experienced in SQL, Python, and Project Management. Holds a PhD degree. Certified in AWS Certified. 2 years of experience.","Machine Learning, Marketing, Python",Master's,AWS Certified,16,0.82,0
"Experienced in Machine Learning, Machine Learning, and Cybersecurity. Holds a PhD degree. Certified in PMP. 5 years of experience.","Marketing, Machine Learning, Project Management, Cloud Computing",Bachelor's,AWS Certified,9,0.69,1
"Experienced in Machine Learning, SQL, and Cybersecurity. Holds a PhD degree. Certified in Google Data Analytics. 6 years of experience.","Cybersecurity, Cloud Computing, SQL",High School,None,2,0.87,1
"Experienced in Deep Learning, Machine Learning, and Project Management. Holds a High School degree. Certified in AWS Certified. 13 years of experience.","Java, SQL",Bachelor's,Google Data Analytics,3,0.79,0
"Experienced in Data Analysis, Marketing, and Cloud Computing. Holds a High School degree. Certified in Certified Ethical Hacker. 14 years of experience.","Project Management, Machine Learning, Java",PhD,AWS Certified,14,0.41,0
"Experienced in Cloud Computing, Data Analysis, and Machine Learning. Holds a PhD degree. Certified in AWS Certified. 4 years of experience.","Marketing, Machine Learning, Cybersecurity, Python",Master's,PMP,3,0.45,0
"Experienced in Cloud Computing, Cloud Computing, and Java. Holds a PhD degree. Certified in Google Data Analytics. 10 years of experience.","Cybersecurity, Machine Learning, Marketing",High School,Google Data Analytics,6,0.67,0
"Experienced in Machine Learning, Cloud Computing, and Deep Learning. Holds a Bachelor's degree. Certified in AWS Certified. 15 years of experience.","Data Analysis, Python, Marketing, Cloud Computing",Master's,AWS Certified,17,0.27,1
"Experienced in Cloud Computing, Machine Learning, and Data Analysis. Holds a PhD degree. Certified in Certified Ethical Hacker. 11 years of experience.","Marketing, SQL",PhD,AWS Certified,10,0.81,1
"Experienced in SQL, Machine Learning, and Deep Learning. Holds a High School degree. Certified in AWS Certified. 5 years of experience.","SQL, Deep Learning, Cybersecurity, Project Management",High School,AWS Certified,0,0.27,1
"Experienced in Machine Learning, Deep Learning, and Java. Holds a PhD degree. Certified in Google Data Analytics. 11 years of experience.","Marketing, Cybersecurity",PhD,AWS Certified,1,0.41,0
"Experienced in Data Analysis, Machine Learning, and Python. Holds a Bachelor's degree. Certified in None. 5 years of experience.","Project Management, Deep Learning, Machine Learning",PhD,Google Data Analytics,14,0.49,1
"Experienced in Python, Python, and Deep Learning. Holds a PhD degree. Certified in AWS Certified. 5 years of experience.","Cybersecurity, Java, Marketing, Data Analysis",High School,None,9,0.62,0
"Experienced in Cloud Computing, Cybersecurity, and Marketing. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 10 years of experience.","Deep Learning, Marketing, Project Management",Bachelor's,PMP,8,0.86,0
"Experienced in Data Analysis, Cloud Computing, and Data Analysis. Holds a Master's degree. Certified in None. 4 years of experience.","Cloud Computing, Project Management",Bachelor's,Certified Ethical Hacker,19,0.62,1
"Experienced in Java, Deep Learning, and Marketing. Holds a Bachelor's degree. Certified in AWS Certified. 15 years of experience.","Data Analysis, Cybersecurity, Cloud Computing",Master's,Google Data Analytics,15,0.52,0
"Experienced in SQL, Machine Learning, and Marketing. Holds a High School degree. Certified in Certified Ethical Hacker. 4 years of experience.","Java, Data Analysis, SQL",Bachelor's,Certified Ethical Hacker,19,0.81,1
"Experienced in Cybersecurity, Marketing, and Data Analysis. Holds a Bachelor's degree. Certified in None. 3 years of experience.","Java, Project Management",Bachelor's,AWS Certified,4,0.8,0
"Experienced in Data Analysis, Cloud Computing, and SQL. Holds a Bachelor's degree. Certified in PMP. 9 years of experience.","Project Management, Java, Cybersecurity",Bachelor's,Certified Ethical Hacker,5,0.64,0
"Experienced in Project Management, Java, and Marketing. Holds a High School degree. Certified in None. 12 years of experience.","Marketing, Java, Data Analysis",Master's,Certified Ethical Hacker,10,0.54,1
"Experienced in Cloud Computing, SQL, and Cloud Computing. Holds a PhD degree. Certified in None. 14 years of experience.","Cybersecurity, Marketing",High School,Certified Ethical Hacker,6,0.26,1
"Experienced in Cloud Computing, Cybersecurity, and Java. Holds a Bachelor's degree. Certified in AWS Certified. 10 years of experience.","Data Analysis, Project Management",Bachelor's,PMP,6,0.32,0
"Experienced in Cybersecurity, Cloud Computing, and Cybersecurity. Holds a High School degree. Certified in Certified Ethical Hacker. 15 years of experience.","Marketing, Machine Learning",Master's,Certified Ethical Hacker,13,0.58,0
"Experienced in SQL, Data Analysis, and Cloud Computing. Holds a Bachelor's degree. Certified in PMP. 1 years of experience.","Machine Learning, Data Analysis, Deep Learning",Master's,Certified Ethical Hacker,2,0.74,1
"Experienced in Python, Machine Learning, and SQL. Holds a High School degree. Certified in PMP. 9 years of experience.","Cloud Computing, Machine Learning",High School,Certified Ethical Hacker,5,0.29,1
"Experienced in Marketing, Cybersecurity, and Project Management. Holds a Master's degree. Certified in Google Data Analytics. 2 years of experience.","Data Analysis, Java",Master's,None,17,0.22,0
"Experienced in Data Analysis, Marketing, and Machine Learning. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 15 years of experience.","Data Analysis, Cloud Computing, SQL, Deep Learning",Bachelor's,Google Data Analytics,6,0.23,0
"Experienced in Cloud Computing, Python, and Cybersecurity. Holds a Bachelor's degree. Certified in AWS Certified. 9 years of experience.","Deep Learning, Data Analysis, Java",High School,Google Data Analytics,14,0.63,0
"Experienced in Deep Learning, Data Analysis, and Data Analysis. Holds a High School degree. Certified in None. 7 years of experience.","Cybersecurity, Java, Python",Bachelor's,Google Data Analytics,11,0.85,0
"Experienced in Project Management, Cloud Computing, and Python. Holds a Master's degree. Certified in AWS Certified. 11 years of experience.","Python, Data Analysis, Cybersecurity, Java",Bachelor's,Certified Ethical Hacker,5,0.86,0
"Experienced in Project Management, Data Analysis, and Project Management. Holds a High School degree. Certified in Google Data Analytics. 9 years of experience.","Java, Deep Learning",Bachelor's,PMP,17,0.66,1
"Experienced in SQL, Machine Learning, and Java. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 10 years of experience.","Project Management, Cloud Computing, Machine Learning",Master's,AWS Certified,19,0.34,1
"Experienced in Marketing, Cybersecurity, and Project Management. Holds a Bachelor's degree. Certified in Google Data Analytics. 6 years of experience.","Python, Marketing, Machine Learning",Bachelor's,Certified Ethical Hacker,5,0.44,1
"Experienced in Cybersecurity, Cybersecurity, and Machine Learning. Holds a High School degree. Certified in Google Data Analytics. 10 years of experience.","Deep Learning, Project Management, Cloud Computing",Bachelor's,PMP,11,0.89,0
"Experienced in SQL, Java, and Deep Learning. Holds a PhD degree. Certified in PMP. 4 years of experience.","Cloud Computing, Python, Marketing, SQL",High School,PMP,13,0.72,1
"Experienced in Machine Learning, Java, and Data Analysis. Holds a High School degree. Certified in PMP. 9 years of experience.","SQL, Project Management",Bachelor's,PMP,7,0.79,1
"Experienced in Data Analysis, Java, and Data Analysis. Holds a Master's degree. Certified in None. 3 years of experience.","Java, Marketing",PhD,AWS Certified,20,0.32,0
"Experienced in Cloud Computing, Cloud Computing, and Marketing. Holds a High School degree. Certified in AWS Certified. 10 years of experience.","Java, Machine Learning",Master's,None,12,0.78,1
"Experienced in Python, SQL, and Cloud Computing. Holds a High School degree. Certified in Google Data Analytics. 5 years of experience.","Cybersecurity, Project Management, Cloud Computing",Bachelor's,Certified Ethical Hacker,9,0.84,1
"Experienced in Cloud Computing, SQL, and Python. Holds a PhD degree. Certified in AWS Certified. 9 years of experience.","SQL, Python, Deep Learning, Data Analysis",High School,Google Data Analytics,10,0.79,0
"Experienced in Cloud Computing, SQL, and Cybersecurity. Holds a Master's degree. Certified in PMP. 1 years of experience.","Python, Project Management",High School,None,1,0.67,0
"Experienced in SQL, Java, and Python. Holds a Master's degree. Certified in AWS Certified. 1 years of experience.","Cloud Computing, Cybersecurity, Marketing",Master's,Google Data Analytics,10,0.33,1
"Experienced in Cloud Computing, Cybersecurity, and Deep Learning. Holds a Master's degree. Certified in PMP. 5 years of experience.","Python, Cybersecurity, Cloud Computing, Data Analysis",PhD,PMP,13,0.53,1
"Experienced in Cloud Computing, Machine Learning, and SQL. Holds a High School degree. Certified in None. 13 years of experience.","Java, Deep Learning, Cybersecurity, Cloud Computing",Bachelor's,Certified Ethical Hacker,12,0.34,0
"Experienced in Python, Cloud Computing, and Cybersecurity. Holds a Master's degree. Certified in Google Data Analytics. 1 years of experience.","Deep Learning, Project Management",Bachelor's,AWS Certified,6,0.43,0
"Experienced in Cybersecurity, Cybersecurity, and Java. Holds a PhD degree. Certified in Google Data Analytics. 3 years of experience.","Deep Learning, Cybersecurity",Master's,Certified Ethical Hacker,0,0.61,0
"Experienced in Machine Learning, Marketing, and Data Analysis. Holds a Master's degree. Certified in AWS Certified. 12 years of experience.","SQL, Cloud Computing, Marketing, Project Management",Bachelor's,AWS Certified,17,0.66,1
"Experienced in Data Analysis, Data Analysis, and Cloud Computing. Holds a Bachelor's degree. Certified in Google Data Analytics. 5 years of experience.","Data Analysis, SQL",High School,Google Data Analytics,8,0.27,0
"Experienced in Java, Cybersecurity, and SQL. Holds a Master's degree. Certified in Certified Ethical Hacker. 2 years of experience.","Data Analysis, Cybersecurity, Project Management",PhD,AWS Certified,17,0.85,1
"Experienced in Data Analysis, Project Management, and SQL. Holds a Bachelor's degree. Certified in AWS Certified. 4 years of experience.","Cybersecurity, Deep Learning, Project Management",Master's,None,9,0.89,0
"Experienced in SQL, Deep Learning, and Machine Learning. Holds a PhD degree. Certified in Google Data Analytics. 5 years of experience.","Cybersecurity, Java, Python, Deep Learning",Master's,Certified Ethical Hacker,18,0.27,0
"Experienced in Marketing, SQL, and Java. Holds a High School degree. Certified in PMP. 4 years of experience.","Cloud Computing, Deep Learning, SQL",Bachelor's,None,16,0.47,1
"Experienced in Project Management, Project Management, and Marketing. Holds a Master's degree. Certified in AWS Certified. 3 years of experience.","Deep Learning, Project Management",Master's,Certified Ethical Hacker,10,0.47,0
"Experienced in Cybersecurity, Java, and Machine Learning. Holds a PhD degree. Certified in PMP. 7 years of experience.","Project Management, Java, Cloud Computing",Bachelor's,PMP,19,0.59,1
"Experienced in Machine Learning, Cloud Computing, and SQL. Holds a High School degree. Certified in Certified Ethical Hacker. 6 years of experience.","SQL, Cloud Computing, Marketing",High School,PMP,7,0.69,0
"Experienced in Java, Marketing, and Data Analysis. Holds a Master's degree. Certified in AWS Certified. 6 years of experience.","Cybersecurity, SQL, Deep Learning, Marketing",Master's,PMP,14,0.67,0
"Experienced in SQL, Cybersecurity, and SQL. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 11 years of experience.","Cybersecurity, Project Management, Machine Learning",PhD,Google Data Analytics,12,0.35,1
"Experienced in Cybersecurity, Project Management, and Cybersecurity. Holds a Master's degree. Certified in AWS Certified. 14 years of experience.","Machine Learning, Cloud Computing, Cybersecurity",High School,Google Data Analytics,13,0.34,1
"Experienced in Machine Learning, Cloud Computing, and Machine Learning. Holds a High School degree. Certified in PMP. 5 years of experience.","Machine Learning, Deep Learning",PhD,PMP,11,0.22,1
"Experienced in SQL, Java, and Deep Learning. Holds a PhD degree. Certified in Google Data Analytics. 9 years of experience.","Marketing, SQL",High School,Certified Ethical Hacker,16,0.54,1
"Experienced in Project Management, Deep Learning, and Python. Holds a Bachelor's degree. Certified in None. 14 years of experience.","Java, Cybersecurity",Master's,None,2,0.69,0
"Experienced in Marketing, Data Analysis, and Java. Holds a PhD degree. Certified in Google Data Analytics. 8 years of experience.","Java, Python, Data Analysis, Machine Learning",Bachelor's,None,19,0.46,1
"Experienced in Java, Machine Learning, and Python. Holds a High School degree. Certified in Google Data Analytics. 12 years of experience.","Cloud Computing, Python, SQL",PhD,PMP,6,0.82,0
"Experienced in Cybersecurity, Java, and Marketing. Holds a Bachelor's degree. Certified in AWS Certified. 1 years of experience.","Deep Learning, Cybersecurity, SQL",Bachelor's,PMP,11,0.82,0
"Experienced in SQL, Machine Learning, and Machine Learning. Holds a High School degree. Certified in PMP. 2 years of experience.","Data Analysis, Deep Learning, Project Management",High School,Certified Ethical Hacker,16,0.74,1
"Experienced in Cloud Computing, Data Analysis, and Marketing. Holds a Master's degree. Certified in AWS Certified. 5 years of experience.","Python, Marketing, SQL",Master's,AWS Certified,10,0.66,0
"Experienced in Cloud Computing, Cybersecurity, and Data Analysis. Holds a Master's degree. Certified in AWS Certified. 10 years of experience.","Java, Python, Cloud Computing",PhD,Google Data Analytics,13,0.59,1
"Experienced in Project Management, Cybersecurity, and Python. Holds a Master's degree. Certified in None. 14 years of experience.","Cybersecurity, Java",Bachelor's,PMP,14,0.6,1
"Experienced in Data Analysis, Cybersecurity, and Cloud Computing. Holds a High School degree. Certified in AWS Certified. 14 years of experience.","Data Analysis, Cloud Computing, Project Management, Java",Master's,PMP,10,0.85,0
"Experienced in Data Analysis, Machine Learning, and Python. Holds a Bachelor's degree. Certified in None. 5 years of experience.","Java, Cybersecurity",Master's,Certified Ethical Hacker,5,0.38,1
"Experienced in Marketing, Cybersecurity, and Cybersecurity. Holds a PhD degree. Certified in None. 8 years of experience.","SQL, Deep Learning, Machine Learning, Python",Master's,None,12,0.6,1
"Experienced in Java, Machine Learning, and Cloud Computing. Holds a High School degree. Certified in Google Data Analytics. 7 years of experience.","Machine Learning, Cybersecurity",PhD,Google Data Analytics,6,0.49,0
"Experienced in Data Analysis, Marketing, and Machine Learning. Holds a High School degree. Certified in Google Data Analytics. 6 years of experience.","Java, Project Management, SQL",Master's,PMP,9,0.89,0
"Experienced in Cybersecurity, Java, and Machine Learning. Holds a PhD degree. Certified in Google Data Analytics. 13 years of experience.","Python, Machine Learning, Data Analysis",Bachelor's,Google Data Analytics,13,0.65,1
"Experienced in Java, Data Analysis, and Data Analysis. Holds a High School degree. Certified in PMP. 12 years of experience.","Cloud Computing, Project Management, Machine Learning",High School,Google Data Analytics,2,0.62,0
"Experienced in Machine Learning, Cybersecurity, and SQL. Holds a Master's degree. Certified in Certified Ethical Hacker. 14 years of experience.","Cybersecurity, Deep Learning",High School,AWS Certified,18,0.88,0
"Experienced in Data Analysis, Java, and Python. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 12 years of experience.","SQL, Cloud Computing, Data Analysis, Marketing",Bachelor's,PMP,17,0.86,1
"Experienced in Project Management, Data Analysis, and Cloud Computing. Holds a High School degree. Certified in AWS Certified. 2 years of experience.","SQL, Deep Learning",Master's,PMP,3,0.42,0
"Experienced in Cybersecurity, SQL, and Data Analysis. Holds a PhD degree. Certified in Google Data Analytics. 9 years of experience.","Python, SQL",Bachelor's,None,13,0.7,0
"Experienced in Cloud Computing, Cloud Computing, and Data Analysis. Holds a Bachelor's degree. Certified in None. 5 years of experience.","Python, Marketing, Deep Learning",Bachelor's,AWS Certified,3,0.83,0
"Experienced in Data Analysis, Deep Learning, and Marketing. Holds a High School degree. Certified in Certified Ethical Hacker. 14 years of experience.","Machine Learning, Java, Project Management",PhD,None,15,0.59,0
"Experienced in Cloud Computing, Deep Learning, and Data Analysis. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 11 years of experience.","Cybersecurity, Project Management",High School,Certified Ethical Hacker,8,0.86,0
"Experienced in Cloud Computing, Cybersecurity, and Deep Learning. Holds a PhD degree. Certified in AWS Certified. 10 years of experience.","Python, Machine Learning, Data Analysis, Cybersecurity",PhD,Google Data Analytics,13,0.41,0
"Experienced in Cybersecurity, Data Analysis, and Project Management. Holds a PhD degree. Certified in Google Data Analytics. 14 years of experience.","Cybersecurity, Python",Master's,None,1,0.61,0
"Experienced in Project Management, Deep Learning, and Cybersecurity. Holds a Master's degree. Certified in AWS Certified. 11 years of experience.","Data Analysis, Cybersecurity, Python",PhD,Google Data Analytics,8,0.46,0
"Experienced in Cloud Computing, Machine Learning, and Project Management. Holds a Bachelor's degree. Certified in AWS Certified. 1 years of experience.","Cloud Computing, Data Analysis, Java",Bachelor's,Google Data Analytics,14,0.22,1
"Experienced in Deep Learning, SQL, and Project Management. Holds a PhD degree. Certified in PMP. 15 years of experience.","Deep Learning, Marketing, Python",Master's,AWS Certified,9,0.44,0
"Experienced in Python, Python, and Project Management. Holds a PhD degree. Certified in Google Data Analytics. 1 years of experience.","Marketing, Deep Learning, SQL, Machine Learning",Master's,Google Data Analytics,8,0.56,0
"Experienced in Data Analysis, SQL, and Deep Learning. Holds a Master's degree. Certified in PMP. 8 years of experience.","Project Management, Cloud Computing, SQL",PhD,Certified Ethical Hacker,13,0.47,1
